Cession_Number,Royce_ID,Royce_ID_Num,State,County,State_and_County,Tribe_Named_in_Land_Cessions_1784-1894,Present_Day_Tribe,US_Acquired_Mode,Cession_State,Yr_US_Acquired,Date_US_Acquired,Total_Acreage,US_Paid_Total,US_Paid_Per_Acre,US_Paid_Per_Acre_if_N/A,KEEP IN THE DATA,INFLATION FACTOR FOR YEAR,US PAID TOTAL - INFLATION ADJUSTED to 2023,US_Paid_Per_Acre - Inflation Adjusted,Total_Area_Source,US_Paid_Total_Source,Notes,Citation_1,Citation_2,Royce_Schedule_Date_1,URL_for_Royce_Schedule_Entry_1,URL_for_Treaty_Text_Catalogued_by_Kappler_1,Royce_Schedule_Date_2,URL_for_Royce_Schedule_Entry_2,URL_for_Treaty_Text_Catalogued_by_Kappler_2,Royce_Schedule_Date_3,URL_for_Royce_Schedule_Entry_3,URL_for_Treaty_Text_Catalogued_by_Kappler_3,Royce_Schedule_Date_4,URL_for_Royce_Schedule_Entry_4,URL_for_Treaty_Text_Catalogued_by_Kappler_4,Royce_Schedule_Date_5,URL_for_Royce_Schedule_Entry_5,URL_for_Treaty_Text_Catalogued_by_Kappler_5,Map Name,Map_Name_1,Map_Name_2,Map_Name_3,Map_Name_4,Map_Name_5,Map_Name_6,Map_URL_1,Map_URL_2,Map_URL_3,Map_URL_4,Map_URL_5,Map_URL_6,URL for Federal Statute,URL for Executive Order,SHAPE_Length,SHAPE_Area,GIS_Source,,,,,,,,,,,,,,,year,Conversion Factor from 2023,year
620,620,620,MT; ND,Billings; Carter; Custer; Dawson; Dunn; Fallon; Golden Valley; McKenzie; Mercer; Powder River; Prairie; Richland; Slope; Stark; Wibaux,MT:Carter; MT:Custer; MT:Dawson; MT:Fallon; MT:Powder River; MT:Prairie; MT:Richland; MT:Wibaux; ND:Billings; ND:Dunn; ND:Golden Valley; ND:McKenzie; ND:Mercer; ND:Slope; ND:Stark,Arikara; Gros Ventre; Mandan,"Fort Belknap Indian Community of the Fort Belknap Reservation of Montana; Three Affiliated Tribes of the Fort Berthold Reservation, North Dakota","Seized by executive order (former reservation), July 13, 1880",MT; ND,1880,18800713,"6,639,255",$0.00,$0.00 ,,YES,0.033151869,$0.00,$0.00,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",,1 Hodge 83-84; DeMallie 677; Tiller 591,Tiller 481; Tiller 591,1851/09/17 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/786/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=602,1870/04/12 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/852/mode/2up,,1880/07/13 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/786/mode/2up,,,,,,,,"Dakota 1, Montana 1",Dakota 1,Montana 1,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=11,https://www.loc.gov/resource/g3701em.gct00002/?sp=39,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/620c.pdf,1286319.802,56535362660,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1735,0.013000151,1735
621,,,,,,,,,,,,,,,N/A,NO,#N/A,,,,,"Not a cession. ""their present reserve"" according to Royce, on July 13, 1880",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736,0.012350009,1736
625,,,,,,,,,,,,,,,N/A,NO,#N/A,,,,,Not a cession. Reserve set aside by president on this date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1737,0.013000151,1737
632,,,,,,,,,,,,,,,N/A,NO,#N/A,,,,,"Not a cession. Area remaining in Sioux possession according to Royce, overlaps with Pawnee cession of 1857",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1738,0.013326571,1738
633,,,,,,,,,,,,,,,N/A,NO,#N/A,,,,,Not a cession. EO creaters reservation. Still a reservation?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739,0.012026286,1739
635,,,,,,,,,,1851,18510917,,$0.00,$0.00 ,,YES,0.025026437,$0.00,$0.00,,,Remainder of Crow reservation by treaty of 1868.05.07. Still a reservation?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1740,0.012676429,1740
642,,,,,,,,,,1883,18830223,,$0.00,$0.00 ,,YES,0.032828147,$0.00,$0.00,"p. 112, https://data.nativeland.info/dataset/084a2498-e20f-41d7-9fa0-6b1ed9b46dc4/resource/c75365be-639e-46cc-ac35-45648ba519e5/download/executive-orders-relating-to-indian-reserves.pdf",,"EO restores to public domain, dated 1883.02.23. need to check EO. Need to check ICC. This led to an agreement on July 7, 1883 that entailed payments.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741,0.021125583,1741
644,644,644,NM,Lincoln; Otero,NM:Lincoln; NM:Otero,Apache (Mescalero),"Mescalero Apache Tribe of the Mescalero Reservation, New Mexico","Seized by executive order (former reservation), March 24, 1883",,1883,18830324,"255,927",$0.00,$0.00 ,,YES,0.032828147,$0.00,$0.00,Calculated in GIS,,,,,1873/05/29 07:00:00,https://archive.org/stream/annualreportofbu218smit#page/862/mode/2up,,1883/03/24 07:00:00,https://archive.org/stream/annualreportofbu218smit#page/910/mode/2up,,,,,,,,,,,New Mexico 2,,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=45,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/644c.pdf,,,,,,,,,,,,,,,,,,1742,0.018851433,1742
651,,,,,,,,,,,,,,,N/A,NO,#N/A,,,,,Not a cession. Pima and Maricopa reservation created.  Is it still reservation?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1743,0.016901006,1743
653,653,653,ND; SD,Campbell; Emmons; Sully; Walworth,ND:Emmons; SD:Campbell; SD:Sully; SD:Walworth,Sioux,"Assiniboine and Sioux Tribes of the Fort Peck Indian Reservation, Montana; Cheyenne River Sioux Tribe of the Cheyenne River Reservation, South Dakota; Crow Creek Sioux Tribe of the Crow Creek Reservation, South Dakota; Flandreau Santee Sioux Tribe of Sou","Seized by executive order (former reservation), March 20, 1884",ND; SD,1884,18840320,"104,981",$0.00,$0.00 ,,YES,0.031851584,$0.00,$0.00,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",,,,1884/03/20 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/914/mode/2up,,,,,,,,,,,,,,Dakota 2,Dakota 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=12,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/653c.pdf,237072.2458,778301717,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1744,0.015600721,1744
654,654,654,ND,Rolette,ND:Rolette,Chippewa (Turtle Mountain band),Turtle Mountain Band of Chippewa Indians of North Dakota,"Seized by executive order (former reservation), March 29, 1884",,1884,18840329,"450,333",$0.00,$0.00 ,,YES,0.031851584,$0.00,$0.00,Calculated in GIS,,,,,1882/12/21 07:00:00,https://archive.org/stream/annualreportofbu218smit#page/908/mode/2up,,1884/03/29 07:00:00,https://archive.org/stream/annualreportofbu218smit#page/916/mode/2up,,,,,,,,,,,Dakota 2,,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=12,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/654c.pdf,,,,,,,,,,,,,,,,,,1745,0.014950578,1745
659,,,,,,,,,,1886,18860501,,$0.00,$0.00 ,,YES,0.030551299,$0.00,$0.00,p. 113 https://data.nativeland.info/dataset/084a2498-e20f-41d7-9fa0-6b1ed9b46dc4/resource/c75365be-639e-46cc-ac35-45648ba519e5/download/executive-orders-relating-to-indian-reserves.pdf,,"EO restores to public domain, dated 1886.05.01. Need to check EO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1746,0.015600721,1746
683,683,683,AZ,Mohave; Yavapai,AZ:Mohave; AZ:Yavapai,Walapai,,"Seized by congressional act, October 1, 1886",AZ,1886,18861001,"3,339,850",$0.00,$0.00 ,,YES,0.030551299,$0.00,$0.00,Calculated in GIS,"Royce,""Schedule of Indian Land Cessions,"" 923",,,,1886/10/01 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/922/mode/2up,,,,,,,,,,,,,,Arizona 1,Arizona 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=3,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/683c.pdf,,685094.1476,19492012678,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1747,0.017227426,1747
685,,,,,,,,,,1886,18861001,,$0.00,$0.00 ,,YES,0.030551299,$0.00,$0.00,See Royce Table,See Royce Table,No treaty made for this. Shows their boundaries.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748,0.02047544,1748
686,686,686,AZ,Yuma,AZ:Yuma,Cocopa,,"Seized by congressional act, October 1, 1886",AZ,1886,18861001,"326,005",$0.00,$0.00 ,,YES,0.030551299,$0.00,$0.00,Calculated in GIS,"Royce,""Schedule of Indian Land Cessions,"" 923",,,,1886/10/01 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/922/mode/2up,,,,,,,,,,,,,,Arizona 1,Arizona 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=3,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/686c.pdf,,193017.6905,1864648080,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1749,0.02080186,1749
687,687,687,AZ,Maricopa; Pima; Pinal; Santa Cruz; Yuma,AZ:Maricopa; AZ:Pima; AZ:Pinal; AZ:Santa Cruz; AZ:Yuma,Maricopa; Papago; Pima,,"Seized by congressional act, October 1, 1886",AZ,1886,18861001,"10,046,200",$0.00,$0.00 ,,YES,0.030551299,$0.00,$0.00,Calculated in GIS,"Royce,""Schedule of Indian Land Cessions,"" 923",,,,1886/10/01 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/922/mode/2up,,,,,,,,,,,,,,Arizona 1,Arizona 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=3,,,,,,"http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/687c,pdf",,1173941.552,58259192708,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1750,0.02080186,1750
688,688,688,NM; TX,Bernalillo; Brewster; Chaves; Colfax; Culberson; Curry; De Baca; Dona Ana; Eddy; El Paso; Guadalupe; Harding; Hudspeth; Jeff Davis; Lea; Lincoln; Mora; Otero; Pecos; Presidio; Quay; Reeves; Rio Arriba; Roosevelt; San Miguel; Sandoval; Santa Fe; Sierra; S,NM:Bernalillo; NM:Chaves; NM:Colfax; NM:Curry; NM:De Baca; NM:Dona Ana; NM:Eddy; NM:Guadalupe; NM:Harding; NM:Lea; NM:Lincoln; NM:Mora; NM:Otero; NM:Quay; NM:Rio Arriba; NM:Roosevelt; NM:San Miguel; NM:Sandoval; NM:Santa Fe; NM:Sierra; NM:Socorro; NM:Tao,Apache (eastern bands),"Apache Tribe of Oklahoma; Fort Sill Apache Tribe of Oklahoma; Jicarilla Apache Nation, New Mexico; Mescalero Apache Tribe of the Mescalero Reservation, New Mexico; White Mountain Apache Tribe of the Fort Apache Reservation, Arizona","Seized by congressional act, October 1, 1886",NM; TX,1886,18861001,"48,471,900",$0.00,$0.00 ,,YES,0.030551299,$0.00,$0.00,Calculated in GIS,"Royce,""Schedule of Indian Land Cessions,"" 923",,"Palmer 47; Palmer 47, 54; Tiller 603",Palmer 47-49; Tiller 209; Tiller 538; Tiller 546; Tiller 626,1886/10/01 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/922/mode/2up,,,,,,,,,,,,,,"New Mexico 1, Texas (Portion Of)",New Mexico 1,Texas (portion of),,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=44,https://www.loc.gov/resource/g3701em.gct00002/?sp=57,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/688c.pdf,,3256444.395,5.00E+11,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1751,0.02080186,1751
689,689,689,NM,Bernalillo; Catron; Cibola; Dona Ana; Grant; Hidalgo; Luna; McKinley; Sandoval; Sierra; Socorro; Valencia,NM:Bernalillo; NM:Catron; NM:Cibola; NM:Dona Ana; NM:Grant; NM:Hidalgo; NM:Luna; NM:McKinley; NM:Sandoval; NM:Sierra; NM:Socorro; NM:Valencia,Apache (western bands),"San Carlos Apache Tribe of the San Carlos Reservation, Arizona; Tonto Apache Tribe of Arizona; White Mountain Apache Tribe of the Fort Apache Reservation, Arizona","Seized by congressional act, October 1, 1886",NM,1886,18861001,"55,804,200",$0.00,$0.00 ,,YES,0.030551299,$0.00,$0.00,Calculated in GIS,"Royce,""Schedule of Indian Land Cessions,"" 923",,"Palmer 46, 56-57; Palmer 47, 54; Palmer 55",Tiller 209; Tiller 236; Tiller 240,1886/10/01 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/922/mode/2up,,,,,,,,,,,,,,"Arizona 1, New Mexico 1",Arizona 1,New Mexico 1,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=3,https://www.loc.gov/resource/g3701em.gct00002/?sp=44,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/689c.pdf,,3529504.368,3.28E+11,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1752,0.021452003,1752
692,692,692,MT,Blaine; Chouteau; Daniels; Hill; Liberty; Phillips; Sheridan; Toole; Valley,MT:Blaine; MT:Chouteau; MT:Daniels; MT:Hill; MT:Liberty; MT:Phillips; MT:Sheridan; MT:Toole; MT:Valley,Gros Ventre; Piegan,Blackfeet Tribe of the Blackfeet Indian Reservation of Montana; Fort Belknap Indian Community of the Fort Belknap Reservation of Montana,"Ceded by agreement, May 1, 1888",MT,1888,18880501,"14,969,156","$4,300,000.00",$0.29 ,,YES,0.030877719,"$139,258,990.04",$9.30,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",,2 Hodge 246; DeMallie 677,Tiller 473; Tiller 481,1888/05/01 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/924/mode/2up,,,,,,,,,,,,,,Montana 2,Montana 2,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=40,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/692c.pdf,2407622.843,1.62E+11,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1753,0.02080186,1753
693,,,,,,,,,,1888,18880501,"11,843,504.07","$408,535.29",$0.03449,,YES,0.030877719,"$13,230,746.95",$1.12,"Lee, Robert, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012,"" 01/01/12 - 01/01/14. 27. Philadelphia,
PA: McNeil Center for Early American Studies [distributor], 2017. http://repository.upenn.edu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754,0.019825298,1754
698,,,,,,,,,,1889,18890119,"2,669,755","$2,280,857.10",$0.85 ,,YES,0.029901157,"$76,279,895.05",$28.57,"ICC vol. 18, p. 445 ; ICC v. 21, p. 280 (v. 21, p. 280; v. 18 p. 444-445)","ICC vol. 18, p. 445 ; ICC v. 21, p. 280 (v. 21, p. 280; v. 18 p. 444-445)",Cession agreement date in 1889.01.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1755,0.019501575,1755
699,699,699,ND; SD,Adams; Butte; Haakon; Harding; Jackson; Jones; Lyman; Meade; Pennington; Perkins; Stanley,ND:Adams; SD:Butte; SD:Haakon; SD:Harding; SD:Jackson; SD:Jones; SD:Lyman; SD:Meade; SD:Pennington; SD:Perkins; SD:Stanley,Sioux,"Assiniboine and Sioux Tribes of the Fort Peck Indian Reservation, Montana; Cheyenne River Sioux Tribe of the Cheyenne River Reservation, South Dakota; Crow Creek Sioux Tribe of the Crow Creek Reservation, South Dakota; Flandreau Santee Sioux Tribe of Sou","Seized by congressional act (former reservation), March 2, 1889",ND; SD,1889,18890302,"9,261,593","$3,000,000.00",$0.32 ,,YES,0.029901157,"$100,330,566.58",$10.83,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",,,,1889/03/02 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/930/mode/2up,,,,,,,,,,,,,,Dakota 3,Dakota 3,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=13,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/699c.pdf,,2122032.916,66904191056,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1756,0.018851433,1756
702,,,,,,,,,,,,,,,N/A,NO,#N/A,,,,,Not a cession. Standing Rock Sioux reservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1757,0.020151718,1757
712,,,,,,,,,,1891,18910303,"14,782,832","$800,000.00",$0.05 ,,YES,0.029577434,"$27,047,646.84",$1.83,"CC Dkt. 350-A, 350-C (v. 21, p. 92-93, 109; v. 20,
p. 37; v. 35",,Refers to agreement but date not provided. Needs research.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1758,0.021775725,1758
713,,,,,,,,,,,,,,,N/A,NO,#N/A,,,,,Not a cession. Fort Berthold reservation as of this date. Still inside the reservation?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1759,0.02567658,1759
714,,,,,,,,,,1890,18901208,"1,973,968","$946,000.00",$0.48 ,,YES,0.029577434,"$31,983,842.39",$16.20,24 Stat. 1032,24 Stat. 1032,Cession date 1890.12.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760,0.024702715,1760
717,,,,,,,,,,1892,18920701,,N/A,N/A,N/A,YES,0.029577434,#VALUE!,#VALUE!,,,Act of Congress this date restoring to public domain. Needs research in act. Possibly ICC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761,0.022425868,1761
718,,,,,,,,,,,,,,,N/A,NO,#N/A,,,,,Not a cession. Area of dimished reserve as of this date. Still in reservation?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762,0.024376295,1762
540a,,,,,,,,,,,,,,,N/A,NO,#N/A,,,,,Not a cession. Area of Wind River reservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763,0.024376295,1763
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764,0.022752288,1764
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1765,0.02340243,1765
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766,0.025026437,1766
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1767,0.024702715,1767
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1768,0.02340243,1768
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1769,0.024702715,1769
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770,0.026653142,1770
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1771,0.025352857,1771
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772,0.029577434,1772
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1773,0.027950729,1773
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1774,0.026326722,1774
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775,0.025026437,1775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776,0.02827715,1776
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777,0.034452154,1777
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778,0.044854433,1778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1779,0.039653293,1779
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780,0.044528013,1780
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781,0.036076161,1781
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782,0.039326873,1782
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783,0.034452154,1783
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784,0.033151869,1784
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1785,0.031527862,1785
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1786,0.030877719,1786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787,0.030227577,1787
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1788,0.028927292,1788
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789,0.028600872,1789
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790,0.029901157,1790
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1791,0.030551299,1791
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1792,0.031201442,1792
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1793,0.032178004,1793
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1794,0.035752439,1794
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,0.040953578,1795
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1796,0.042904006,1796
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797,0.041277301,1797
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798,0.039977016,1798
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1799,0.039977016,1799
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,0.040953578,1800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1801,0.041277301,1801
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1802,0.034778574,1802
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1803,0.036726304,1803
