,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,county,township,range,section,data_source,geometry
34,AZ,36 Stat. 557-579 (1910),UNIV OF ARIZ (ACT 2.18.1881),State Land Department,University of Arizona,148.0,148.65,subsurface,Coconino,21N,8E,8,https://server.azgeo.az.gov/arcgis/rest/services/azland/Mineral_Parcels/MapServer/0,"POLYGON ((-111.56689643832297 35.22025964493601, -111.56021363826076 35.21925666952281, -111.56018707417948 35.22144781017797, -111.56013612083825 35.22533106295597, -111.56404931157329 35.22531716724941, -111.56404472028386 35.224437619803524, -111.56468711452669 35.224434780604255, -111.56468731934258 35.22531541927854, -111.56643158172301 35.225310687575515, -111.56642302077834 35.22439479404234, -111.56704807573956 35.22439205831207, -111.56703181084302 35.2214368646574, -111.56738843662093 35.22088018226633, -111.56896402054385 35.22112830751292, -111.57013870432175 35.22130355448269, -111.57009945423204 35.22152700095714, -111.56989555283222 35.223713164328174, -111.56994482991713 35.22371192193812, -111.57004210937757 35.223703374910286, -111.57017149552456 35.22370478755126, -111.57028245632678 35.22371437589698, -111.57059548237237 35.22372301171817, -111.57083544933421 35.22373619513996, -111.57120563158807 35.22375653275614, -111.571310269149 35.223767119850486, -111.57146333039529 35.22378260531729, -111.57191338006444 35.22382699961415, -111.57196267870891 35.22382878871201, -111.57213022798413 35.223830505159874, -111.5721451085768 35.22383904850511, -111.57219692070747 35.22384790373065, -111.57238305432928 35.22385915640419, -111.57259887996618 35.22387196554653, -111.57269379595911 35.223893075125986, -111.57284303756883 35.22391461179344, -111.5730279396004 35.223925870328436, -111.57319523555068 35.223932430101165, -111.5734383744638 35.223944148015846, -111.57367498981134 35.223950104572914, -111.57374639509663 35.2239416779195, -111.57384722919066 35.22391288947667, -111.57387433495603 35.223912760321255, -111.57390939799821 35.223920519185555, -111.57394473682317 35.22392099324457, -111.57426365402037 35.22392080024531, -111.57434390501629 35.22392974425628, -111.57447829837268 35.22394225031262, -111.57460157956902 35.22395177625414, -111.57471004125811 35.22395631723873, -111.57475558674133 35.22395003412454, -111.5749291700003 35.22392017868493, -111.57572683085345 35.22392331143723, -111.57599969412102 35.223921004986, -111.57612623260857 35.22391847985109, -111.5761671993788 35.22392090445026, -111.57630095403302 35.223936717912984, -111.57661740715143 35.22401489356887, -111.57672093259802 35.22405373700111, -111.57687010234253 35.22411556268566, -111.57705883928205 35.22421048354914, -111.57717755434176 35.224286872788966, -111.57728828607358 35.22437192999762, -111.57737622485172 35.22444431896313, -111.57752106202159 35.224564329151114, -111.57764766428953 35.224563725207645, -111.5778138705834 35.224427773967925, -111.57789688030553 35.224346686857885, -111.5779455959434 35.22428291008424, -111.57799172353492 35.22420098992678, -111.57802160868779 35.22411813037692, -111.57798810691759 35.22178050633257, -111.5773077705321 35.22176838962113, -111.57663267312137 35.221738384405924, -111.57621149979701 35.22171006118095, -111.5758909072418 35.22168371422502, -111.57563532486536 35.22165855977973, -111.57514774088871 35.221604304175095, -111.5741771866827 35.221468498418716, -111.5742053910877 35.22135998985455, -111.56689643832297 35.22025964493601))"
35,AZ,36 Stat. 557-579 (1910),UNIV OF ARIZ (ACT 2.18.1881),State Land Department,University of Arizona,333.83,344.21,subsurface,Coconino,21N,3E,2,https://server.azgeo.az.gov/arcgis/rest/services/azland/Mineral_Parcels/MapServer/0,"POLYGON ((-112.04921208419407 35.22889084136617, -112.0447912608819 35.228869606140684, -112.04037960397888 35.228848451626874, -112.03596791832973 35.2288267438275, -112.0359999127269 35.23259470167934, -112.03603210205846 35.23638443611008, -112.04043159397591 35.23638039255273, -112.04481187721764 35.23639248140179, -112.04922935430541 35.23635655896619, -112.05362765146354 35.23633676673119, -112.05363026645934 35.232632504937015, -112.0536329102012 35.2289119100152, -112.05363291199785 35.22761121300139, -112.04920878019045 35.227635463756506, -112.04921208419407 35.22889084136617))"
36,AZ,36 Stat. 557-579 (1910),UNIV OF ARIZ (ACT 2.18.1881),State Land Department,University of Arizona,640.0,659.68,subsurface,Coconino,21N,8E,10,https://server.azgeo.az.gov/arcgis/rest/services/azland/Mineral_Parcels/MapServer/0,"POLYGON ((-111.53350620563765 35.2250055809411, -111.53800792942768 35.22515404882361, -111.5425096514211 35.225302517902115, -111.54244728588249 35.221418499809786, -111.54238483590228 35.21753303866547, -111.54237856206832 35.21386692888563, -111.54237228823439 35.210200818677656, -111.53793273504851 35.21020201576897, -111.53349318006602 35.21020324075077, -111.5290535999307 35.21020443710802, -111.52461404584652 35.210205661355815, -111.52458623849691 35.21383140747699, -111.52455840329951 35.21745715386014, -111.52453059594988 35.221082927629226, -111.52450275895586 35.22470867371435, -111.52900448274592 35.22485714067243, -111.53350620563765 35.2250055809411))"
37,AZ,36 Stat. 557-579 (1910),UNIV OF ARIZ (ACT 2.18.1881),State Land Department,University of Arizona,60.82,59.44,subsurface,Coconino,21N,8E,8,https://server.azgeo.az.gov/arcgis/rest/services/azland/Mineral_Parcels/MapServer/0,"POLYGON ((-111.56643158172301 35.225310687575515, -111.56923459310741 35.22530303157962, -111.57364353170838 35.22528325792875, -111.57804199685147 35.22526370588834, -111.57802553163064 35.22411487214623, -111.57799564647776 35.22419773316712, -111.57794951888624 35.22427965332787, -111.57790080324838 35.22434343010407, -111.57781779352624 35.22442451721737, -111.57774569653817 35.22448437154565, -111.57765158723237 35.22456046846259, -111.57752498496444 35.22456107240609, -111.57725791672878 35.224340446336285, -111.57715411909267 35.22426327561333, -111.57706276222487 35.224207226789915, -111.57687402528536 35.224112305922624, -111.57672485554086 35.22405048023553, -111.57662133009427 35.2240116375356, -111.57630487787416 35.22393346114272, -111.57620522416646 35.22392082299428, -111.57613015644975 35.223915223080134, -111.57573075379632 35.22392005466642, -111.57512270933333 35.223916795693995, -111.57493309294314 35.223916922647895, -111.57475951058248 35.22394677735481, -111.57471396420094 35.22395306046925, -111.57460438590597 35.22394640970236, -111.57448222131553 35.223938994276416, -111.57434782795913 35.22392648748574, -111.57426757696324 35.223917544208255, -111.5739527614736 35.2239172939697, -111.57391332094105 35.223917263148486, -111.57387825789887 35.223909504283874, -111.57385115213349 35.2239096327055, -111.57382467249387 35.2239171927001, -111.57375399484393 35.223937371762034, -111.57367891275416 35.22394684780324, -111.57347982542596 35.223939895428664, -111.57319896894901 35.223929166726236, -111.57303186254323 35.22392261355778, -111.57284696051167 35.22391135502229, -111.57269771890192 35.223889818353975, -111.57260280290902 35.22386870877365, -111.57238697727212 35.22385590036466, -111.5722747992527 35.22384834183206, -111.5722008436503 35.223844646956806, -111.57214903151967 35.22383579173092, -111.57213415092698 35.22382724838534, -111.57196660165177 35.22382553267126, -111.57191730300728 35.22382374283953, -111.57146717608305 35.22377934120243, -111.57131419209185 35.22376386307346, -111.57120955453091 35.22375327597864, -111.57085676366094 35.223733894554115, -111.5705994053152 35.22371975493939, -111.5702863792696 35.22371111911779, -111.57017541846741 35.22370153150554, -111.57004603321873 35.22370011813065, -111.56994875285999 35.223708665158824, -111.56989947667337 35.22370990828278, -111.5699038622486 35.22367762447931, -111.57010337807321 35.22152374482402, -111.57014262726459 35.221300298340616, -111.56896794348668 35.22112505062994, -111.56738843662093 35.22088018226633, -111.56703181084302 35.2214368646574, -111.56704807573956 35.22439205831207, -111.56642302077834 35.22439479404234, -111.56643158172301 35.225310687575515))"
38,AZ,36 Stat. 557-579 (1910),UNIV OF ARIZ (ACT 2.18.1881),State Land Department,University of Arizona,627.46,631.56,subsurface,Coconino,20N,6E,18,https://server.azgeo.az.gov/arcgis/rest/services/azland/Mineral_Parcels/MapServer/0,"POLYGON ((-111.80933141720836 35.11428225297573, -111.80926786050371 35.11061077603497, -111.80920430379904 35.106939299025086, -111.80913591505644 35.106939881795896, -111.80507336054082 35.10697229281187, -111.80058694494153 35.10700967169309, -111.7961036950053 35.10706341074035, -111.7916204468657 35.10711717914789, -111.79164192378754 35.110720517122225, -111.79166342676048 35.11432385449567, -111.79168403950298 35.117818999990476, -111.79170467919496 35.12131417335896, -111.7962282320464 35.12133179594145, -111.80075178310122 35.12134944497158, -111.80522100314936 35.12136137092318, -111.80934222124628 35.12137196033786, -111.80933683315122 35.11782712168715, -111.80933141720836 35.11428225297573))"
39,AZ,36 Stat. 557-579 (1910),UNIV OF ARIZ (ACT 2.18.1881),State Land Department,University of Arizona,627.32,622.65,subsurface,Coconino,20N,5E,18,https://server.azgeo.az.gov/arcgis/rest/services/azland/Mineral_Parcels/MapServer/0,"POLYGON ((-111.9149900023868 35.113823085828884, -111.9149494138073 35.11019471226276, -111.91490885217729 35.106566311626494, -111.91090238038315 35.10655144538979, -111.90655990723174 35.10653299358555, -111.90228446277354 35.10648537662343, -111.89800904436652 35.106437786824635, -111.89799744442125 35.110150822470075, -111.89798581572988 35.113863887351876, -111.89797421488632 35.11757695277799, -111.89796261494105 35.12129001724776, -111.90231099990535 35.12122111027745, -111.90665941181912 35.12115220471843, -111.91103929531057 35.12111335397523, -111.91507112564685 35.12107985966007, -111.91503056491514 35.1174514594871, -111.9149900023868 35.113823085828884))"
40,AZ,36 Stat. 557-579 (1910),UNIV OF ARIZ (ACT 2.18.1881),State Land Department,University of Arizona,640.0,654.41,subsurface,Coconino,20N,5E,24,https://server.azgeo.az.gov/arcgis/rest/services/azland/Mineral_Parcels/MapServer/0,"POLYGON ((-111.81818096990557 35.10691901154346, -111.82266930250968 35.10690888176376, -111.82715763691041 35.10689875345256, -111.82714411187548 35.103261551579294, -111.82713061558665 35.09962435056532, -111.82709695211969 35.09599587259638, -111.82706326080496 35.09236736618647, -111.82272214680457 35.09234922061735, -111.81838103190586 35.092331103710194, -111.81375580593391 35.09232745651343, -111.80913060691144 35.09232380858152, -111.8091468026377 35.09598575689409, -111.80916299746563 35.09964770537903, -111.80917589457816 35.10192651784067, -111.80918363715762 35.103293433440854, -111.80920397052405 35.10687763332554, -111.80920430379904 35.106939299025086, -111.81369263819978 35.106929141321956, -111.81818096990557 35.10691901154346))"
41,AZ,36 Stat. 557-579 (1910),UNIV OF ARIZ (ACT 2.18.1881),State Land Department,University of Arizona,640.0,646.37,subsurface,Coconino,20N,6E,20,https://server.azgeo.az.gov/arcgis/rest/services/azland/Mineral_Parcels/MapServer/0,"POLYGON ((-111.79159177264184 35.09983528228014, -111.79156251630967 35.09614397344906, -111.79153326267242 35.09245266655127, -111.78709467427717 35.09243532511801, -111.78265608678025 35.09241801234708, -111.77819341724717 35.09240817257023, -111.77373071896804 35.09239830339123, -111.77377658874306 35.09601030711266, -111.77382245672148 35.09962231105194, -111.77386835164933 35.103234286518294, -111.77391422052607 35.106846290073904, -111.77834077868302 35.1069140186734, -111.78276733414503 35.10698172002554, -111.78719389140367 35.1070494492474, -111.7916204468657 35.10711717914789, -111.79160610885545 35.10347623008501, -111.79159177264184 35.09983528228014))"
42,AZ,36 Stat. 557-579 (1910),UNIV OF ARIZ (ACT 2.18.1881),State Land Department,University of Arizona,640.0,638.85,subsurface,Coconino,20N,5E,26,https://server.azgeo.az.gov/arcgis/rest/services/azland/Mineral_Parcels/MapServer/0,"POLYGON ((-111.83594543582171 35.09242029606892, -111.8403864954823 35.09244677606528, -111.84482758299067 35.09247322591702, -111.84475114624146 35.08886399618946, -111.8446747355434 35.085254738313324, -111.84459829879418 35.08164550744755, -111.84452186114666 35.07803627642336, -111.84013568765161 35.07798838183854, -111.8357495114616 35.077940516631756, -111.83136333796656 35.07789262346106, -111.82697716357319 35.07784475819816, -111.82700318686865 35.08145631847972, -111.82702923980852 35.08506788133862, -111.82704623683203 35.08871763816843, -111.82706326080496 35.09236736618647, -111.83150434741502 35.09239384546496, -111.83594543582171 35.09242029606892))"
43,AZ,36 Stat. 557-579 (1910),UNIV OF ARIZ (ACT 2.18.1881),State Land Department,University of Arizona,628.36,641.45,subsurface,Coconino,20N,6E,30,https://server.azgeo.az.gov/arcgis/rest/services/azland/Mineral_Parcels/MapServer/0,"POLYGON ((-111.80911721752213 35.08507301962447, -111.80911052327662 35.08144762564349, -111.8091038559806 35.0778222322777, -111.80494987722355 35.077831643747864, -111.80048439776027 35.07784194255033, -111.795965945543 35.07785529592466, -111.79144749512238 35.07786865076714, -111.79146894329809 35.08151465492195, -111.79149039237214 35.085160657854516, -111.79151181359839 35.088806661740755, -111.79153326267242 35.09245266655127, -111.79589379285937 35.09243275620704, -111.80025432394466 35.09241284732802, -111.80487643725412 35.09236491193725, -111.80913060691144 35.09232380858152, -111.80912391176763 35.08869841345674, -111.80911721752213 35.08507301962447))"
44,AZ,36 Stat. 557-579 (1910),UNIV OF ARIZ (ACT 2.18.1881),State Land Department,University of Arizona,238.89,236.23,subsurface,Coconino,19N,5E,3,https://server.azgeo.az.gov/arcgis/rest/services/azland/Mineral_Parcels/MapServer/0,"POLYGON ((-111.85297764722053 35.05603854811069, -111.85296237945396 35.05244995639914, -111.8485524491129 35.05245939653349, -111.84414254661962 35.052468696943706, -111.84415756645116 35.05602081802456, -111.84417850348551 35.05960857631868, -111.84419963545423 35.06324075011212, -111.84860370159312 35.063173895526745, -111.85300773898591 35.06310701368103, -111.85299291678373 35.05962433570296, -111.85297764722053 35.05603854811069))"
45,AZ,36 Stat. 557-579 (1910),UNIV OF ARIZ (ACT 2.18.1881),State Land Department,University of Arizona,640.0,640.91,subsurface,Coconino,20N,6E,10,https://server.azgeo.az.gov/arcgis/rest/services/azland/Mineral_Parcels/MapServer/0,"POLYGON ((-111.75658274078023 35.12898228836973, -111.75654975464299 35.12522253868164, -111.75651676850576 35.121462761646974, -111.75215941565996 35.12160863912869, -111.74780197298266 35.12175459790762, -111.7434444871862 35.12190056965062, -111.73908700228807 35.12204656758333, -111.7391042670095 35.12560973403331, -111.73912150298486 35.12917292754485, -111.73913873806191 35.13273612163921, -111.73915600278336 35.136299315554275, -111.74356826874414 35.136393008613844, -111.74798053380661 35.13648673021611, -111.752314664304 35.136494221210434, -111.7566486852069 35.13650178566682, -111.75661569906968 35.13274203713062, -111.75658274078023 35.12898228836973))"
46,AZ,36 Stat. 557-579 (1910),UNIV OF ARIZ (ACT 2.18.1881),State Land Department,University of Arizona,2.0,3.1,subsurface,Coconino,21N,7E,18,https://server.azgeo.az.gov/arcgis/rest/services/azland/Mineral_Parcels/MapServer/0,"POLYGON ((-111.68934006704306 35.199911900484594, -111.68993082073347 35.19945994404432, -111.6909249862584 35.19946103779165, -111.69092683049966 35.19882758897612, -111.68985885130616 35.198824660793434, -111.6888629277782 35.19942770198061, -111.68934006704306 35.199911900484594))"
