,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,township,range,section,data_source,geometry
50,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,160.71,surface,55,86,23,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-107.18078046924578 44.718578655124674, -107.17571305858121 44.71857451531496, -107.17589610458054 44.7221983971485, -107.1760791789944 44.72582227938386, -107.18121020179844 44.725821975665646, -107.18634119548975 44.72582144931705, -107.1860945099615 44.72220212236893, -107.18584787944505 44.71858279566372, -107.18078046924578 44.718578655124674))"
51,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,160.49,surface,55,86,23,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-107.19091528920248 44.71858693603217, -107.18584787944505 44.71858279566372, -107.1860945099615 44.72220212236893, -107.18634119548975 44.72582144931705, -107.19147221824286 44.725820673493644, -107.19660321180258 44.72581967504239, -107.19629296992434 44.722205375322226, -107.19598272882719 44.71859107720837, -107.19091528920248 44.71858693603217))"
52,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,163.14,surface,55,82,3,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.7083112123582 44.76589637358934, -106.70824668629649 44.769571450474274, -106.71337293881571 44.769657009816235, -106.71849921984972 44.769742348176806, -106.71853410192385 44.76607866173801, -106.71856898590181 44.76241497651072, -106.71347234879578 44.76231813750604, -106.70837573794262 44.762221296940886, -106.7083112123582 44.76589637358934))"
53,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,318.13,surface,18,81,30,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.53593390187092 41.50006240079649, -106.53589368644428 41.50366781217435, -106.53585347006019 41.5072732244754, -106.53581325514223 41.51087863590531, -106.54071915036491 41.51098038211056, -106.5456250737184 41.511082127404975, -106.54558170448648 41.507454828069726, -106.5455383335398 41.50382749987341, -106.54549579710219 41.50027139382354, -106.5454533503927 41.496715299211786, -106.54071376684203 41.496586163726924, -106.53597421202917 41.496457000188364, -106.53593390187092 41.50006240079649))"
54,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,36.55,36.34,surface,18,81,30,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.55035906081348 41.50390699574189, -106.55042337524189 41.507511935693415, -106.55483466778014 41.50756379854061, -106.55477488126041 41.503979636987225, -106.55035906081348 41.50390699574189))"
55,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,39.63,39.56,surface,18,80,6,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.4261177907345 41.56540562199068, -106.42124805642797 41.56542517832298, -106.42145230668805 41.5689618652873, -106.42632573648324 41.56896389145536, -106.4261177907345 41.56540562199068))"
56,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,80.0,81.11,surface,18,80,6,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.43035205199253 41.554575622099215, -106.43056427552786 41.55818141785585, -106.43077655380367 41.56178718717603, -106.43564751040601 41.5617547140505, -106.43546331857549 41.55813186198105, -106.43527920683417 41.55451056552049, -106.43035205199253 41.554575622099215))"
57,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,39.34,38.4,surface,18,80,4,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.3922121794975 41.56549287475471, -106.38744114298427 41.56551384728207, -106.38767692554005 41.569009422250616, -106.39249965890544 41.56898931105521, -106.3922121794975 41.56549287475471))"
58,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,36.73,36.2,surface,18,81,30,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.55029558019166 41.50033608507674, -106.55035906081348 41.50390699574189, -106.55477488126041 41.503979636987225, -106.55471506804032 41.50039547508055, -106.55029558019166 41.50033608507674))"
59,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,640.0,640.47,surface,18,81,20,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.53097041816353 41.51089911078484, -106.52612760838367 41.51091958500767, -106.52128480059869 41.510940060158454, -106.51644196245753 41.51096053505219, -106.5165145308436 41.51456911166495, -106.51658712959954 41.51817765957251, -106.51665969833799 41.521786208852866, -106.51673226901731 41.52539478499267, -106.52157938025272 41.52536947761305, -106.52642652029974 41.52534417017607, -106.53127366039975 41.52531886332901, -106.5361207742184 41.52529355594368, -106.53604390089573 41.52168981163349, -106.53596700001765 41.518086095711666, -106.53589012834283 41.514482379859764, -106.53581325514223 41.51087863590531, -106.53097041816353 41.51089911078484))"
60,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,36.82,36.84,surface,18,81,4,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.50296865836435 41.56529951143026, -106.49815256017051 41.565335816566176, -106.49827215965557 41.56866847867687, -106.50309900979174 41.56864122841987, -106.50296865836435 41.56529951143026))"
61,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,36.37,36.32,surface,18,81,30,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.55042337524189 41.507511935693415, -106.55048771803266 41.51111962466049, -106.55489445395325 41.51114795994999, -106.55483466778014 41.50756379854061, -106.55042337524189 41.507511935693415))"
62,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,36.93,36.95,surface,18,81,4,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.50778715145192 41.565262957150075, -106.50296865836435 41.56529951143026, -106.50309900979174 41.56864122841987, -106.50792583489222 41.568613951610935, -106.50778715145192 41.565262957150075))"
63,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,37.04,37.16,surface,18,81,4,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.51263359076033 41.565226207874304, -106.50778715145192 41.565262957150075, -106.50792583489222 41.568613951610935, -106.51275268809918 41.56858670186348, -106.51263359076033 41.565226207874304))"
64,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,80.0,79.98,surface,18,80,6,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.42590820674847 41.56181943722949, -106.42103988799738 41.56185149368939, -106.42124805642797 41.56542517832298, -106.4261177907345 41.56540562199068, -106.4309884156549 41.565385844149034, -106.43077655380367 41.56178718717603, -106.42590820674847 41.56181943722949))"
65,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,39.84,39.58,surface,18,80,6,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.43582439883069 41.5653585386747, -106.4309884156549 41.565385844149034, -106.43119919415243 41.56896591810713, -106.43600086945948 41.568953279444365, -106.43582439883069 41.5653585386747))"
66,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.0,40.03,surface,18,80,6,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.43564751040601 41.5617547140505, -106.43077655380367 41.56178718717603, -106.4309884156549 41.565385844149034, -106.43582439883069 41.5653585386747, -106.43564751040601 41.5617547140505))"
67,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.78,41.44,surface,18,80,6,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.4405187553221 41.558080499347, -106.43546331857549 41.55813186198105, -106.43564751040601 41.5617547140505, -106.44055655382951 41.56172179698787, -106.4405187553221 41.558080499347))"
68,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,39.74,39.81,surface,18,80,6,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.4309884156549 41.565385844149034, -106.4261177907345 41.56540562199068, -106.42632573648324 41.56896389145536, -106.43119919415243 41.56896591810713, -106.4309884156549 41.565385844149034))"
69,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,306.3,surface,18,80,4,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.39613450269707 41.5548951819975, -106.39134546381159 41.5549499869044, -106.38655642569294 41.55500482008516, -106.38176738643239 41.55505965269865, -106.38212553561362 41.558525421017, -106.38248365583347 41.56199118884242, -106.38720163730498 41.561963162454695, -106.39191964399194 41.56193496884483, -106.39676299048212 41.56190580245478, -106.4016063358395 41.56187643985146, -106.40126494032182 41.55835839468923, -106.4009235145547 41.554840350146904, -106.39613450269707 41.5548951819975))"
70,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,155.75,surface,18,80,4,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.39676299048212 41.56190580245478, -106.39191964399194 41.56193496884483, -106.38720163730498 41.561963162454695, -106.38248365583347 41.56199118884242, -106.38267141164312 41.56553462394716, -106.38744114298427 41.56551384728207, -106.3922121794975 41.56549287475471, -106.3969978561097 41.56546959763904, -106.40178508858958 41.56544609863083, -106.4016063358395 41.56187643985146, -106.39676299048212 41.56190580245478))"
71,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,39.21,38.1,surface,18,80,4,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.40178508858958 41.56544609863083, -106.3969978561097 41.56546959763904, -106.39722830388334 41.5689664789763, -106.40195695035254 41.56894364608635, -106.40178508858958 41.56544609863083))"
72,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,39.29,37.0,surface,47,81,4,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.59308990192277 44.07530457031559, -106.58796330533724 44.075326164443545, -106.58820236016977 44.078646657180016, -106.59320445209572 44.07862676018458, -106.59308990192277 44.07530457031559))"
73,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,39.19,37.02,surface,47,81,4,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.59821624999377 44.07528275321556, -106.59308990192277 44.07530457031559, -106.59320445209572 44.07862676018458, -106.59820654294984 44.07860683394987, -106.59821624999377 44.07528275321556))"
74,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,166.03,surface,17,89,32,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-107.43596695276877 41.40397498216876, -107.43085398341074 41.40399810151399, -107.43088610872036 41.4075823637706, -107.43091823408805 41.41116662544553, -107.43588414271206 41.4111540346096, -107.44085005152631 41.411141444297265, -107.44096498606453 41.40754657094493, -107.44107989321151 41.40395166990197, -107.43596695276877 41.40397498216876))"
75,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,152.42,surface,47,81,4,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.60324938296553 44.071857634796025, -106.59822614943275 44.071888228311174, -106.59297324180469 44.07191996429049, -106.58772033387636 44.071951450858315, -106.58796330533724 44.075326164443545, -106.59308990192277 44.07530457031559, -106.59821624999377 44.07528275321556, -106.6032287583065 44.075261660435764, -106.60824132273513 44.075240374071655, -106.60827261398202 44.07182681931076, -106.60324938296553 44.071857634796025))"
76,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,295.23,surface,17,89,33,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-107.42194536207663 41.4007153588689, -107.42174978363906 41.40400503753697, -107.42153514719747 41.407614630833024, -107.42132048386317 41.41122422410045, -107.42611935827418 41.41119543926503, -107.43091823408805 41.41116662544553, -107.43088610872036 41.4075823637706, -107.43085398341074 41.40399810151399, -107.43129843069092 41.40072414557975, -107.43174284993006 41.397450161469415, -107.42846047955945 41.39744362053856, -107.42694192270446 41.39743930947073, -107.42364868945916 41.397429963977494, -107.4221409106039 41.397425680484425, -107.42194536207663 41.4007153588689))"
77,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,49.09,36.61,surface,47,81,4,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-106.6032287583065 44.075261660435764, -106.59821624999377 44.07528275321556, -106.59820654294984 44.07860683394987, -106.60320863562238 44.07858693702534, -106.6032287583065 44.075261660435764))"
