,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,data_source,geometry
46,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,80.0,80.32,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-113.73444759725048 42.455974132257076, -113.73444504034258 42.45959329690714, -113.73934485216571 42.45968083246774, -113.73935662871595 42.45605383631974, -113.7393684068584 42.452426755020035, -113.73445012615662 42.45235494093717, -113.73444759725048 42.455974132257076))"
47,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,320.0,323.87,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-113.89207807130134 42.449574619874404, -113.89207794935602 42.44593574655664, -113.88715081110908 42.445929038347735, -113.88222367393402 42.44592235971203, -113.8772965355112 42.445915651207805, -113.87236939938016 42.445908971377456, -113.87238573513869 42.44955323190404, -113.87240207221834 42.4531975189249, -113.87732110224759 42.45320181212025, -113.88224013339762 42.45320590953081, -113.88715916440138 42.45320981205579, -113.89207819403853 42.45321349357694, -113.89207807130134 42.449574619874404))"
48,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,400.0,404.29,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-113.8772965355112 42.445915651207805, -113.88222367393402 42.44592235971203, -113.88715081110908 42.445929038347735, -113.89207794935602 42.44593574655664, -113.89208313155991 42.44229717941614, -113.89208834307749 42.438658638804654, -113.88716365607834 42.43865590429152, -113.88223899309949 42.43865294832397, -113.88224665385404 42.43501782443628, -113.87732321734008 42.43501659218188, -113.87239975359324 42.435015135825815, -113.87238964448122 42.43864642416685, -113.87237953496182 42.44227768318064, -113.87236939938016 42.445908971377456, -113.8772965355112 42.445915651207805))"
49,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,6.1,6.16,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.5448234541693 43.42653494642504, -116.54560306590474 43.43017000902399, -116.54598422661645 43.43017076873342, -116.5452044575208 43.42653562136377, -116.5444269231608 43.42290091742058, -116.54404594774633 43.42290033464529, -116.5448234541693 43.42653494642504))"
50,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,640.0,637.49,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.79703122244587 43.14846687136911, -115.79701916545069 43.15205543056582, -115.7970071351514 43.15564399361028, -115.80198365452495 43.15568742180349, -115.80696017146191 43.15573085035178, -115.81193668964806 43.15577427919569, -115.81691320785177 43.15581770835327, -115.81692707131764 43.15223723078241, -115.81694093416662 43.14865675390083, -115.81695479468773 43.145076302948524, -115.81696865625173 43.141495825645556, -115.8119903061162 43.14144428599425, -115.80701198396306 43.141392774873744, -115.80203363153132 43.1413412346772, -115.79705530833763 43.14128972389719, -115.79704327934475 43.14487828312417, -115.79703122244587 43.14846687136911))"
51,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,640.0,639.59,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.83692405622368 43.113020044523005, -115.83195270728939 43.11295078440306, -115.82698133056242 43.11288152459558, -115.82200998132737 43.1128122642178, -115.81703860550633 43.11274300323332, -115.81703193798904 43.11634631542047, -115.81702527070595 43.11994962555583, -115.81701860456249 43.12355296424054, -115.81701193790633 43.12715627567241, -115.82199623162992 43.12720789726164, -115.82698052711987 43.127259492353645, -115.83196482140639 43.12731108530671, -115.83694911545642 43.12736270852049, -115.83694286489222 43.12377703452672, -115.83693658670299 43.12019136255181, -115.83693033364135 43.11660568904729, -115.83692405622368 43.113020044523005))"
52,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,651.0,639.01,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.7770232554099 43.1592186681711, -115.77706742284025 43.162815088922336, -115.77711147821485 43.16641150843399, -115.77715556059766 43.170007929047834, -115.78202007480847 43.17000563759816, -115.7868845882984 43.17000315173201, -115.79174913008167 43.17000075013437, -115.79695896251923 43.16999820552482, -115.79697101944096 43.16640964660469, -115.79698304874974 43.16282108518183, -115.79699510590788 43.1592325248871, -115.7970071351514 43.15564399361028, -115.79176427632649 43.15563678810517, -115.7868424818251 43.155629580243016, -115.7819108009335 43.155626038745616, -115.77697911826179 43.15562227638522, -115.7770232554099 43.1592186681711))"
53,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,640.0,634.63,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.71687792640577 43.05814632156903, -115.71690659196965 43.06173140826733, -115.7169352848351 43.06531649518994, -115.71696397752392 43.06890160976337, -115.72191760990617 43.06895962593816, -115.72687121229212 43.06901767194294, -115.7318248444231 43.06907568834537, -115.73677847602208 43.06913373413045, -115.73674967316524 43.0655567025255, -115.73672089646237 43.06197967207175, -115.73669209305163 43.05840264087025, -115.7366633182213 43.05482560988262, -115.73170915828531 43.05475950966464, -115.72675502571907 43.05469338073634, -115.72180211521007 43.054627307777125, -115.7168492333293 43.05456120710249, -115.71687792640577 43.05814632156903))"
54,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,40.0,40.04,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.69241754667149 43.104796224426586, -115.69737336852104 43.104814157018914, -115.69736656301326 43.10119990338657, -115.6924107140606 43.10117891408081, -115.69241754667149 43.104796224426586))"
55,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,80.0,79.96,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.71709066394106 43.09409974164716, -115.72205945859163 43.09412598235042, -115.72702822820503 43.094151999361344, -115.72701695231449 43.09055566256733, -115.72204910062034 43.09052584052968, -115.71708122037342 43.09049582284704, -115.71709066394106 43.09409974164716))"
56,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,280.0,283.14,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.67744120999896 43.075746698363474, -115.68239359067233 43.07576571767491, -115.68734594281008 43.075784512080745, -115.69234315666138 43.07580327930464, -115.69734034365808 43.0758217960852, -115.69735567821232 43.07218337524651, -115.69737098469734 43.068544955408555, -115.69234401922802 43.06853993868277, -115.68731708144597 43.06853494905378, -115.68236675562709 43.06851840410704, -115.68238017270765 43.072142129938264, -115.67742882222119 43.07212427841879, -115.67744120999896 43.075746698363474))"
57,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,313.75,275.05,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.538415023097 43.430154386899666, -116.54339183773342 43.43016557441674, -116.54560306590474 43.43017000902399, -116.5448234541693 43.42653494642504, -116.54404594774633 43.42290033464529, -116.5444269231608 43.42290091742058, -116.5452044575208 43.42653562136377, -116.54598422661645 43.43017076873342, -116.54836864046617 43.430175488991935, -116.54836424307341 43.42654116891235, -116.54836452136833 43.42290685705778, -116.54836929417361 43.419272524155915, -116.54837588040233 43.4156382588051, -116.543403082674 43.41563260295561, -116.54339472865705 43.418373379951696, -116.54362417244207 43.41926624148553, -116.5433920086185 43.419265927831574, -116.5433862545798 43.422899323333574, -116.53840761484916 43.42289016350422, -116.53342853405113 43.42287708393098, -116.53342939489161 43.42650926324091, -116.53840807381695 43.42652223026284, -116.538415023097 43.430154386899666))"
58,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,120.0,120.38,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.51360844077162 43.40104378757812, -116.517515115084 43.40106661924521, -116.51857580064326 43.401072795634555, -116.52354345527316 43.401079108890855, -116.5285111323214 43.40107978954128, -116.52852441791575 43.39744680527343, -116.52355580029248 43.3974453933497, -116.51858701074158 43.39743970451435, -116.51361765265369 43.39742075160339, -116.51360844077162 43.40104378757812))"
59,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,80.0,80.1,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.5632702053881 43.37571580159465, -116.5682278667874 43.3757220896027, -116.57317715652628 43.375740769901235, -116.57317355344783 43.37210307128264, -116.57127512448821 43.372098401532824, -116.56828949886146 43.37208687505904, -116.5662990944911 43.37208386064583, -116.56327706877431 43.37207819223589, -116.5632702053881 43.37571580159465))"
60,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,120.0,118.96,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.70204342127901 43.04701514831818, -115.70696961003244 43.04714166462315, -115.70695941686287 43.043541688986984, -115.71187888341547 43.043673096869355, -115.7118719405878 43.04007837007651, -115.70694922308424 43.039941713985655, -115.70202650570033 43.039805057511636, -115.70203497609752 43.04341014428967, -115.70204342127901 43.04701514831818))"
61,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,,131.61,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.81224331660438 42.88406599457343, -115.81223192924804 42.8877396233845, -115.81222098688023 42.89141372658609, -115.81221001673738 42.895087715537414, -115.81718702966498 42.895081249390145, -115.8172015282325 42.89140836992892, -115.81721602645037 42.887735490148685, -115.81722458584991 42.88568421334616, -115.81539949808443 42.88406370296218, -115.8128962362763 42.88182902097262, -115.81302339307899 42.880391798796516, -115.81225467499482 42.88039225423281, -115.81224331660438 42.88406599457343))"
62,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,155.81,157.09,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.50374445342447 43.437364954468464, -116.50871629126522 43.43735283163802, -116.51350821872278 43.43748378217509, -116.51352474418671 43.43391672279009, -116.51354654899957 43.43035434278005, -116.50874522383711 43.430084109729215, -116.50377480292575 43.4300915102094, -116.50375964194576 43.433728217669234, -116.50374445342447 43.437364954468464))"
63,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,640.4,644.88,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.61315714813426 43.40844388742475, -116.61316249587334 43.41208384737711, -116.61317680123521 43.41572343768579, -116.6181510569197 43.41572618521744, -116.62312585697612 43.41570277577958, -116.62809752260644 43.41570286487949, -116.6330944265942 43.41569071189745, -116.63308428298069 43.41204965203774, -116.63307698813047 43.40840822306901, -116.63306835411585 43.40477796995449, -116.63308086852525 43.40114736821117, -116.62809479081395 43.401147648821734, -116.6231087342917 43.40115002057885, -116.61812308436312 43.401160717077396, -116.61313663071041 43.401164335130225, -116.61314876556537 43.40480425523316, -116.61315714813426 43.40844388742475))"
64,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,140.14,139.85,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.97727703729187 42.639943173774746, -116.97726308821677 42.643561638350086, -116.97236255100216 42.64355836847734, -116.96746618072154 42.64355290376154, -116.96745598198568 42.647175061854, -116.97234988002482 42.647179748844195, -116.97724913862973 42.64718046415492, -116.98094172943487 42.64718026382971, -116.98094756800742 42.64356396491237, -116.98095340685273 42.63994766611878, -116.97727703729187 42.639943173774746))"
65,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,,138.27,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-114.42185292748314 43.46312112640967, -114.42435495839409 43.46313220135202, -114.42684704555997 43.46314317852565, -114.42688520351771 43.459517984350185, -114.42692336091977 43.45589276355978, -114.42194146419311 43.45587865535874, -114.42189719563791 43.459499959569925, -114.41690921499436 43.45948171529875, -114.41189606672043 43.45946282994908, -114.41184796496363 43.46307630198364, -114.41685883482896 43.46309885337389, -114.41883562314142 43.463107695487295, -114.41841371230906 43.46287645880386, -114.4177822537534 43.46261960630386, -114.41739780970799 43.46244148516968, -114.4168698017911 43.46231149128611, -114.41687631412498 43.46184393117395, -114.41728332645192 43.461691151065295, -114.41767436233968 43.461536646801235, -114.41802881609783 43.46134287730653, -114.418646815208 43.46099506549772, -114.41911054927849 43.460740675903814, -114.41942930330816 43.46069307804341, -114.41975691422034 43.46058550662379, -114.42121641119725 43.46054017755913, -114.42140764089359 43.46048628969488, -114.42165356943254 43.460465685205236, -114.42188555227703 43.460452451275614, -114.42185292748314 43.46312112640967))"
66,ID,26 Stat. 215-219 (1890),100.00% Agricultural College,Department of Lands,University of Idaho,238.46,238.3,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-111.65576260082902 43.54001517564799, -111.66069122443837 43.540040001220966, -111.66086836808356 43.53643621170662, -111.66095243965381 43.532798735814744, -111.65603064412139 43.53275365564704, -111.65102184851975 43.532707345649676, -111.6461506904469 43.53268014523421, -111.64599429724409 43.5326792682469, -111.64596426201726 43.53627825713166, -111.64592038650186 43.53980503361012, -111.64614277565589 43.53980933298398, -111.64615261914085 43.53980952314339, -111.64615458932892 43.53980956102582, -111.65089505319027 43.53990110409939, -111.65576260082902 43.54001517564799))"
